รหัสเจ้าของสินค้า,ชื่อเจ้าของสินค้า,รหัสศูนย์ฯ,ชื่อศูนย์ฯ,รหัสกลุ่มเวนเดอร์,ชื่อกลุ่มเวนเดอร์,คลัง,รหัสสินค้า,ชื่อสินค้า,มาตรฐาน,ชื่อสินค้า2,ชื่อสินค้า3,รหัสUPC,จำนวนบรรจุ(พาเลท),จำนวนบรรจุ(เคส),จำนวนบรรจุ(แพ็ค),ที่เก็บ,สถานะสต๊อก,ประเภทวันที่ควบคุม,วันที่ควบคุม,วันเข้าคลัง,เลขที่ควบคุม,ยอดสต๊อก(พาเลท),ชื่อหน่วย(พาเลท),ยอดสต๊อก(เคส),ชื่อหน่วย(เคส),ยอดสต๊อก(แพ็ค),ชื่อหน่วย(แพ็ค),ยอดสต๊อก(ชิ้น),ชื่อหน่วย,ยอดสต๊อก(ชิ้นรวม),ยอดใช้ได้(พาเลท),ยอดใช้ได้(เคส),ยอดใช้ได้(แพ็ค),ยอดใช้ได้(ชิ้น),ยอดใช้ได้(รวมชิ้น),ยอดจองเพื่อเติม(พาเลท),ยอดจองเพื่อเติม(เคส),ยอดจองเพื่อเติม(แพ็ค),ยอดจองเพื่อเติม(ชิ้น),ยอดจองเพื่อเติม(ชิ้นรวม),ยอดจอง(พาเลท),ยอดจอง(เคส),ยอดจอง(แพ็ค),ยอดจอง(ชิ้น),ยอดจอง(รวมชิ้น),เวลาบันทึก,ผู้บันทึก,เวลาอัปเดต,ผู้อัปเดต
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07949AB082977E,AP 7949 AB 0.8MM 4x8 E(0949),,,,A07949AB082977E,1,1,1,C-002,Good,,,2024/07/11,REC202400711,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2025/08/06 11:27:01,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07949AB082977E,AP 7949 AB 0.8MM 4x8 E(0949),,,,A07949AB082977E,1,1,1,C-002,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,6,PCS,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:13,pakchong,2025/12/01 16:58:21,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07949AB082977E,AP 7949 AB 0.8MM 4x8 E(0949),,,,A07949AB082977E,1,1,1,C-002,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,35,PCS,35,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,2025/04/02 16:00:31,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07949AB082977E,AP 7949 AB 0.8MM 4x8 E(0949),,,,A07949AB082977E,1,1,1,C-002,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,56,PCS,56,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:08:48,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07949AB082977E,AP 7949 AB 0.8MM 4x8 E(0949),,,,A07949AB082977E,1,1,1,C-002,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,37,PCS,37,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:30:31,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT0587MA072977,SM 0587 M 0.7MM 4x8,,,,HT0587MA072977,1,1,1,C-003,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,19,Pcs,19,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:50:02,DD Service＆Transport,2025/10/14 16:14:53,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT0587MA072977,SM 0587 M 0.7MM 4x8,,,,HT0587MA072977,1,1,1,C-003,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,40,Pcs,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:31:16,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT0587MA072977I,SM 0587 M 0.7MM 4x8 I,,,,HT0587MA072977I,1,1,1,C-003,Good,,,2025/10/16,REC20251016,0,Unit1,0,Unit2,0,Unit3,40,Pcs,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/11/11 12:32:30,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00459UN082977D,AP 0459 UN 0.8MM 4x8,,,,A00459UN082977D,1,1,1,C-004,Good,,,2025/01/10,REC20250110,0,Unit1,0,Unit2,0,Unit3,1,PCS,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025/01/10 10:32:29,DD Service＆Transport,2025/10/10 12:43:14,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00459UN082977D,AP 0459 UN 0.8MM 4x8,,,,A00459UN082977D,1,1,1,C-004,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/04/02 07:36:05,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00784UN082977D,AP 0784 UN 0.8MM 4x8,,,,A00784UN082977D,1,1,1,C-005,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,4,PCS,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2025/04/02 07:36:21,DD Service＆Transport,2025/12/02 17:30:03,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00784UN082977D,AP 0784 UN 0.8MM 4x8,,,,A00784UN082977D,1,1,1,C-005,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,7,PCS,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:04:33,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A08845NT082977D,AP 8845 NT 0.8MM 4x8,,,,A08845NT082977D,1,1,1,C-006,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2025/06/05 11:18:21,DD Service＆Transport,2025/11/26 16:13:57,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A08845NT082977D,AP 8845 NT 0.8MM 4x8,,,,A08845NT082977D,1,1,1,C-006,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/10/20 18:19:12,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00837UN082977E,AP 0837 UN 0.8MM 4x8 E,,,,A00837UN082977E,1,1,1,C-007,Good,,,2024/11/26,REC20241126,0,Unit1,0,Unit2,0,Unit3,6,PCS,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2024/11/26 06:47:36,DD Service＆Transport,2025/06/10 15:43:44,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00837UN082977E,AP 0837 UN 0.8MM 4x8 E,,,,A00837UN082977E,1,1,1,C-007,Good,,,2025/02/21,REC20250221,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/02/21 06:33:47,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A01097UN082977D,AP 1097 UN 0.8MM 4x8,,,,A01097UN082977D,1,1,1,C-008,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,3,PCS,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:13,pakchong,2025/09/10 15:24:55,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A01097UN082977D,AP 1097 UN 0.8MM 4x8,,,,A01097UN082977D,1,1,1,C-008,Good,,,2025/02/21,REC20250221,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/02/21 06:35:13,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00867NT082977D,AP 0867 NT 0.8MM 4x8,,,,A00867NT082977D,1,1,1,C-009,Good,,,2025/02/21,REC20250221,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2025/02/21 06:33:59,DD Service＆Transport,2025/10/03 14:35:41,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00867NT082977D,AP 0867 NT 0.8MM 4x8,,,,A00867NT082977D,1,1,1,C-009,Good,,,2025/11/26,REC20251126001,0,Unit1,0,Unit2,0,Unit3,40,PCS,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:07:41,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,007157SD082977N,PP 7157 SD 0.8MM 4x8 N,,,,007157SD082977N,1,1,1,C-010,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,10,Pcs,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:26:12,DD Service＆Transport,2025/08/18 17:58:54,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,007157SD082977N,PP 7157 SD 0.8MM 4x8 N,,,,007157SD082977N,1,1,1,C-010,Good,,,2025/11/26,REC20251126001,0,Unit1,0,Unit2,0,Unit3,20,Pcs,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:07:31,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8295HG072977,SM 8295 G 0.7MM 4x8 (9200),,,,HT8295HG072977,1,1,1,C-011,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,3,Pcs,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:13:11,DD Service＆Transport,2025/12/04 12:02:32,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8295HG072977,SM 8295 G 0.7MM 4x8 (9200),,,,HT8295HG072977,1,1,1,C-011,Good,,,2025/11/26,REC20251126001,0,Unit1,0,Unit2,0,Unit3,20,Pcs,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:11:02,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00860NT082977D,AP 0860 NT 0.8MM 4x8,,,,A00860NT082977D,1,1,1,D-001,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,79,PCS,79,0,0,0,79,79,0,0,0,0,0,0,0,0,0,0,2025/10/20 03:43:26,DD Service＆Transport,2025/11/26 13:50:07,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT6877MA072977,SM 6877 M 0.7MM 4x8,,,,HT6877MA072977,1,1,1,D-002,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,23,Pcs,23,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:13:02,DD Service＆Transport,2025/08/15 16:46:33,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07197UN082977D,AP 7197 UN 0.8MM 4x8,,,,A07197UN082977D,1,1,1,D-003,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,4,PCS,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2025/04/02 15:59:28,DD Service＆Transport,2025/06/09 18:43:59,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07197UN082977D,AP 7197 UN 0.8MM 4x8,,,,A07197UN082977D,1,1,1,D-003,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,28,PCS,28,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:07:35,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00861NT082977D,AP 0861 NT 0.8MM 4x8,,,,A00861NT082977D,1,1,1,D-004,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,38,PCS,38,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,2025/06/05 11:18:21,DD Service＆Transport,2025/07/30 18:22:59,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A08845D8082977D,AP 8845 D8 0.8MM 4x8,,,,A08845D8082977D,1,1,1,D-005,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,24,PCS,24,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,2025/06/05 11:18:21,DD Service＆Transport,2025/06/25 14:18:31,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A08845D8082977D,AP 8845 D8 0.8MM 4x8,,,,A08845D8082977D,1,1,1,D-005,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,16,PCS,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:30:54,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,007157UN082977N,PP 7157 UN 0.8MM 4x8 N,,,,007157UN082977N,1,1,1,D-006,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,16,PCS,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/10/16 18:52:19,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,007157UN082977N,PP 7157 UN 0.8MM 4x8 N,,,,007157UN082977N,1,1,1,D-006,Good,,,2024/11/26,REC20241126,0,Unit1,0,Unit2,0,Unit3,6,PCS,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2024/11/26 06:44:33,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,007157UN082977N,PP 7157 UN 0.8MM 4x8 N,,,,007157UN082977N,1,1,1,D-006,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,9,PCS,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:03:36,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00961UN082977D,AP 0961 UN 0.8MM 4x8,,,,A00961UN082977D,1,1,1,D-007,Good,,,2025/02/21,REC20250221,0,Unit1,0,Unit2,0,Unit3,13,PCS,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,2025/02/21 06:34:36,DD Service＆Transport,2025/06/20 10:34:57,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00961UN082977D,AP 0961 UN 0.8MM 4x8,,,,A00961UN082977D,1,1,1,D-007,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/10/20 18:19:12,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07918UN082977D,AP 7918 UN 0.8MM 4x8 (0918),,,,A07918UN082977D,1,1,1,D-008,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,4,PCS,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2025/10/20 04:35:57,DD Service＆Transport,2025/11/19 12:15:39,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07918UN082977D,AP 7918 UN 0.8MM 4x8 (0918),,,,A07918UN082977D,1,1,1,D-008,Good,,,2025/11/26,REC20251126001,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:09:23,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07395NT082977D,AP 7395 NT 0.8MM 4x8,,,,A07395NT082977D,1,1,1,D-009,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:29:34,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9799MA072977,SM 9799 M 0.7MM 4x8,,,,HT9799MA072977,1,1,1,D-010,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,14,Pcs,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:13:32,DD Service＆Transport,2025/11/11 13:02:31,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00862NT082977D,AP 0862 NT 0.8MM 4x8,,,,A00862NT082977D,1,1,1,E-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,36,PCS,36,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/10/06 12:37:42,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09483AB082977E,AP 9483 AB 0.8MM 4x8 E,,,,A09483AB082977E,1,1,1,E-002,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,15,PCS,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/11/03 15:36:21,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09483AB082977E,AP 9483 AB 0.8MM 4x8 E,,,,A09483AB082977E,1,1,1,E-002,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:07:32,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A06446LM082977D,AP 6446 LM 0.8MM 4x8,,,,A06446LM082977D,1,1,1,E-003,Good,,,2024/07/11,REC202400711,0,Unit1,0,Unit2,0,Unit3,6,PCS,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2024/07/11 10:33:50,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A06446LM082977D,AP 6446 LM 0.8MM 4x8,,,,A06446LM082977D,1,1,1,E-003,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,25,PCS,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/03/20 16:36:09,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A06446LM082977D,AP 6446 LM 0.8MM 4x8,,,,A06446LM082977D,1,1,1,E-003,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2024/11/11 09:59:16,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09001NT082977E,AP 9001 NT 0.8MM 4x8 E,,,,A09001NT082977E,1,1,1,E-004,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,4,PCS,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:06:39,DD Service＆Transport,2025/10/31 11:39:17,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09001NT082977E,AP 9001 NT 0.8MM 4x8 E,,,,A09001NT082977E,1,1,1,E-004,Good,,,2024/11/26,REC20241126,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/26 06:51:58,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09001NT082977E,AP 9001 NT 0.8MM 4x8 E,,,,A09001NT082977E,1,1,1,E-004,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,3,PCS,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:48:55,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00927AB082977E,AP 0927 AB 0.8MM 4x8 E,,,,A00927AB082977E,1,1,1,E-005,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,17,PCS,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/08/04 14:07:37,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00927AB082977E,AP 0927 AB 0.8MM 4x8 E,,,,A00927AB082977E,1,1,1,E-005,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 09:52:43,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00909AB082977E,AP 0909 AB 0.8MM 4x8 E,,,,A00909AB082977E,1,1,1,E-006,Good,,,2024/11/26,REC20241126,0,Unit1,0,Unit2,0,Unit3,4,PCS,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2024/11/26 06:49:16,DD Service＆Transport,2025/12/02 17:30:03,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00909AB082977E,AP 0909 AB 0.8MM 4x8 E,,,,A00909AB082977E,1,1,1,E-006,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,7,PCS,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,2025/04/02 07:38:51,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00909AB082977E,AP 0909 AB 0.8MM 4x8 E,,,,A00909AB082977E,1,1,1,E-006,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,7,PCS,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:05:45,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00932UN082977D,AP 0932 UN 0.8MM 4x8,,,,A00932UN082977D,1,1,1,E-008,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,3,PCS,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2025/07/09 12:38:17,DD Service＆Transport,2025/08/05 18:41:10,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00932UN082977D,AP 0932 UN 0.8MM 4x8,,,,A00932UN082977D,1,1,1,E-008,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/10/20 03:44:03,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT5456MA072977I,SM 5456 M 0.7MM 4x8,,,,HT5456MA072977I,1,1,1,E-009,Good,,,2025/10/16,REC20251016,0,พาเลท,0,เคส,0,แพ็ค,40,ชิ้น,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/11/11 12:32:30,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9047MA072977,SM 9047 M 0.7MM 4x8,,,,HT9047MA072977,1,1,1,E-010,Good,,,2025/11/26,REC20251126001,0,Unit1,0,Unit2,0,Unit3,20,Pcs,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:11:18,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8643MA072977,SM 8643 M 0.7MM 4x8,,,,HT8643MA072977,1,1,1,E-011,Good,,,2025/11/26,REC20251126001,0,Unit1,0,Unit2,0,Unit3,8,Pcs,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:11:11,DD Service＆Transport,2025/12/03 11:59:47,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A02726NT082977D,AP 2726 NT 0.8MM 4x8,,,,A02726NT082977D,1,1,1,F-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,29,PCS,29,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/10/20 13:32:58,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A02726NT082977D,AP 2726 NT 0.8MM 4x8,,,,A02726NT082977D,1,1,1,F-001,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2024/11/11 09:56:07,DD Service＆Transport,,
