รหัสเจ้าของสินค้า,ชื่อเจ้าของสินค้า,รหัสศูนย์ฯ,ชื่อศูนย์ฯ,รหัสกลุ่มเวนเดอร์,ชื่อกลุ่มเวนเดอร์,คลัง,รหัสสินค้า,ชื่อสินค้า,มาตรฐาน,ชื่อสินค้า2,ชื่อสินค้า3,รหัสUPC,จำนวนบรรจุ(พาเลท),จำนวนบรรจุ(เคส),จำนวนบรรจุ(แพ็ค),ที่เก็บ,สถานะสต๊อก,ประเภทวันที่ควบคุม,วันที่ควบคุม,วันเข้าคลัง,เลขที่ควบคุม,ยอดสต๊อก(พาเลท),ชื่อหน่วย(พาเลท),ยอดสต๊อก(เคส),ชื่อหน่วย(เคส),ยอดสต๊อก(แพ็ค),ชื่อหน่วย(แพ็ค),ยอดสต๊อก(ชิ้น),ชื่อหน่วย,ยอดสต๊อก(ชิ้นรวม),ยอดใช้ได้(พาเลท),ยอดใช้ได้(เคส),ยอดใช้ได้(แพ็ค),ยอดใช้ได้(ชิ้น),ยอดใช้ได้(รวมชิ้น),ยอดจองเพื่อเติม(พาเลท),ยอดจองเพื่อเติม(เคส),ยอดจองเพื่อเติม(แพ็ค),ยอดจองเพื่อเติม(ชิ้น),ยอดจองเพื่อเติม(ชิ้นรวม),ยอดจอง(พาเลท),ยอดจอง(เคส),ยอดจอง(แพ็ค),ยอดจอง(ชิ้น),ยอดจอง(รวมชิ้น),เวลาบันทึก,ผู้บันทึก,เวลาอัปเดต,ผู้อัปเดต
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A08578NT082977D,AP 8578 NT 0.8MM 4x8,,,,A08578NT082977D,1,1,1,F-002,Good,,,2025/11/26,REC20251126001,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:10:10,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09397NT082977D,AP 9397 NT 0.8MM 4x8 (9016),,,,A09397NT082977D,1,1,1,F-003,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,8,PCS,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:49:07,DD Service＆Transport,2025/09/19 16:11:48,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09397NT082977D,AP 9397 NT 0.8MM 4x8 (9016),,,,A09397NT082977D,1,1,1,F-003,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,12,PCS,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:11:07,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A08807OG082977E,AP 8807 OG 0.8MM 4x8 E,,,,A08807OG082977E,1,1,1,F-004,Good,,,2025/11/26,REC20251126001,0,พาเลท,0,เคส,0,แพ็ค,20,ชิ้น,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:10:17,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9116NC072977,TD 9116 NC 0.7MM 4*8,,,,HT9116NC072977,1,1,1,F-005,Good,,,2025/08/27,REC20250827,0,พาเลท,0,เคส,0,แพ็ค,80,ชิ้น,80,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,2025/08/27 06:18:31,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT0928MA072977,SM 0928 M 0.7MM 4x8 (7928),,,,HT0928MA072977,1,1,1,F-006,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,18,Pcs,18,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,2025/06/05 17:32:24,DD Service＆Transport,2025/11/06 14:17:29,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT0928MA072977I,SM 0928 M 0.7MM 4X8 I,,,,HT0928MA072977I,1,1,1,F-006,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,35,Pcs,35,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,2025/07/09 12:40:12,DD Service＆Transport,2025/09/17 13:05:46,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9514TG072977,SM 9514 TG 0.7MM 4x8,,,,HT9514TG072977,1,1,1,F-008,Good,,,2025/09/05,REC20250905,0,พาเลท,0,เคส,0,แพ็ค,36,ชิ้น,36,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,2025/09/05 11:05:51,DD Service＆Transport,2025/11/10 14:22:25,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A03476HN082977D,AP 3476 HN 0.8MM 4x8,,,,A03476HN082977D,1,1,1,F-009,Good,,,2024/03/28,REC20240328001,0,Unit1,0,Unit2,0,Unit3,14,PCS,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,2024/03/28 08:14:34,DD Service＆Transport,2025/07/23 11:52:28,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A03476HN082977D,AP 3476 HN 0.8MM 4x8,,,,A03476HN082977D,1,1,1,F-009,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 09:57:17,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9207HG072977N,SM 9207 G 0.7MM 4x8 N (0909),,,,HT9207HG072977N,1,1,1,F-010,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,1,Pcs,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:55:26,DD Service＆Transport,2025/10/31 15:43:53,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9207HG072977N,SM 9207 G 0.7MM 4x8 N (0909),,,,HT9207HG072977N,1,1,1,F-010,Good,,,2025/06/10,REC20250610,0,Unit1,0,Unit2,0,Unit3,10,Pcs,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2025/06/10 04:52:05,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9207HG072977N,SM 9207 G 0.7MM 4x8 N (0909),,,,HT9207HG072977N,1,1,1,F-010,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,27,Pcs,27,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:34:40,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT6637MA072977I,SM 6637 M 0.7MM 4x8 I,,,,HT6637MA072977I,1,1,1,F-011,Good,,,2025/09/05,REC20250905,0,Unit1,0,Unit2,0,Unit3,1,Pcs,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025/09/05 18:27:55,DD Service＆Transport,2025/12/02 12:22:57,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT6637MA072977I,SM 6637 M 0.7MM 4x8 I,,,,HT6637MA072977I,1,1,1,F-011,Good,,,2025/10/16,REC20251016,0,Unit1,0,Unit2,0,Unit3,40,Pcs,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/10/16 10:30:05,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A0T116UN082977D,AP T116 UN 0.8MM 4x8 (9116),,,,A0T116UN082977D,1,1,1,G-001,Good,,,2024/07/11,REC202400711,0,Unit1,0,Unit2,0,Unit3,7,PCS,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,2024/07/11 10:33:50,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A0T116UN082977D,AP T116 UN 0.8MM 4x8 (9116),,,,A0T116UN082977D,1,1,1,G-001,Good,,,2024/03/28,REC20240328001,0,Unit1,0,Unit2,0,Unit3,17,PCS,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,2024/03/28 08:16:11,DD Service＆Transport,2025/09/04 13:15:15,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A0T116UN082977D,AP T116 UN 0.8MM 4x8 (9116),,,,A0T116UN082977D,1,1,1,G-001,Good,,,2024/09/17,REC20240328001,0,Unit1,0,Unit2,0,Unit3,19,PCS,19,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,2024/09/17 06:48:02,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A0T116UN082977D,AP T116 UN 0.8MM 4x8 (9116),,,,A0T116UN082977D,1,1,1,G-001,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:07:48,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A0T116UN082977D,AP T116 UN 0.8MM 4x8 (9116),,,,A0T116UN082977D,1,1,1,G-001,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,14,PCS,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:49:40,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,007157AB082977N,PP 7157 AB 0.8MM 4x8 N,,,,007157AB082977N,1,1,1,G-002,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,11,PCS,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:25:45,DD Service＆Transport,2025/11/26 13:29:12,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00870NT082977D,AP 0870 NT 0.8MM 4x8,,,,A00870NT082977D,1,1,1,G-003,Good,,,2024/07/11,REC202400711,0,Unit1,0,Unit2,0,Unit3,23,PCS,23,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,2024/07/11 10:33:50,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00870NT082977D,AP 0870 NT 0.8MM 4x8,,,,A00870NT082977D,1,1,1,G-003,Good,,,2024/02/19,REC20240219002,0,Unit1,0,Unit2,0,Unit3,55,PCS,55,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,2024/02/19 11:54:41,DD Service＆Transport,2025/11/19 16:19:00,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00870NT082977D,AP 0870 NT 0.8MM 4x8,,,,A00870NT082977D,1,1,1,G-003,Good,,,2024/03/28,REC20240328001,0,Unit1,0,Unit2,0,Unit3,80,PCS,80,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,2024/08/27 11:03:53,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00870NT082977D,AP 0870 NT 0.8MM 4x8,,,,A00870NT082977D,1,1,1,G-004,Good,,,2024/03/28,REC20240328001,0,Unit1,0,Unit2,0,Unit3,80,PCS,80,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,2024/03/28 17:05:21,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00870NT082977D,AP 0870 NT 0.8MM 4x8,,,,A00870NT082977D,1,1,1,G-004,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,15,PCS,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,2024/11/11 09:52:09,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT0961MA072977,SM 0961 M 0.7MM 4x8,,,,HT0961MA072977,1,1,1,G-005,Good,,,2025/11/26,REC20251126001,0,Unit1,0,Unit2,0,Unit3,21,Pcs,21,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:10:45,DD Service＆Transport,2025/12/03 11:12:11,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00878OG082977E,AP 0878 OG 0.8MM 4x8 E,,,,A00878OG082977E,1,1,1,G-006,Good,,,2025/08/27,REC20250827,0,พาเลท,0,เคส,0,แพ็ค,68,ชิ้น,68,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,2025/08/27 06:16:40,DD Service＆Transport,2025/09/17 12:39:23,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT6893MA072977,SM 6893 M 0.7MM 4x8,,,,HT6893MA072977,1,1,1,G-008,Good,,,2025/09/05,REC20250905,0,พาเลท,0,เคส,0,แพ็ค,40,ชิ้น,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/09/05 11:00:31,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07934UN082977D,AP 7934 UN 0.8MM 4x8,,,,A07934UN082977D,1,1,1,G-009,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,1,PCS,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025/06/05 11:18:21,DD Service＆Transport,2025/10/27 17:25:55,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT6873MA072977,SM 6873 M 0.7MM 4x8,,,,HT6873MA072977,1,1,1,G-011,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,20,Pcs,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:32:54,DD Service＆Transport,2025/12/02 12:22:57,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT6873MA072977I,SM 6873 M 0.7MM 4x8 I,,,,HT6873MA072977I,1,1,1,G-011,Good,,,2025/12/02,REC20251202,0,Unit1,0,Unit2,0,Unit3,27,Pcs,27,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,2025/12/02 12:33:08,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A06444LM082977D,AP 6444 LM 0.8MM 4x8,,,,A06444LM082977D,1,1,1,H-001,Good,,,2025/09/05,REC20250905,0,Unit1,0,Unit2,0,Unit3,37,PCS,37,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,2025/09/05 18:23:18,DD Service＆Transport,2025/10/16 13:26:53,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9663MA072977,SM 9663 M 0.7MM 4x8,,,,HT9663MA072977,1,1,1,H-002,Good,,,2025/09/05,REC20250905,0,พาเลท,0,เคส,0,แพ็ค,30,ชิ้น,30,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,2025/09/05 11:06:07,DD Service＆Transport,2025/11/21 13:25:45,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A01238UN082977E,AP 1238 UN 0.8MM 4x8,,,,A01238UN082977E,1,1,1,H-003,Good,,,2025/09/05,REC20250905,0,พาเลท,0,เคส,0,แพ็ค,38,ชิ้น,38,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,2025/09/05 11:02:08,DD Service＆Transport,2025/09/25 18:11:00,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07403NM082977E,AP 7403 NM 0.8MM 4x8 E,,,,A07403NM082977E,1,1,1,H-005,Good,,,2024/07/11,REC202400711,0,Unit1,0,Unit2,0,Unit3,4,PCS,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2024/07/11 10:33:50,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07403NM082977E,AP 7403 NM 0.8MM 4x8 E,,,,A07403NM082977E,1,1,1,H-005,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,14,PCS,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/10/16 13:26:53,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07403NM082977E,AP 7403 NM 0.8MM 4x8 E,,,,A07403NM082977E,1,1,1,H-005,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:01:16,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07408NM082977E,AP 7408 NM 0.8MM 4x8 E,,,,A07408NM082977E,1,1,1,H-007,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2024/02/15 09:05:47,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07408NM082977E,AP 7408 NM 0.8MM 4x8 E,,,,A07408NM082977E,1,1,1,H-007,Good,,,2024/03/28,REC20240328001,0,Unit1,0,Unit2,0,Unit3,18,PCS,18,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,2024/03/28 17:03:23,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07408NM082977E,AP 7408 NM 0.8MM 4x8 E,,,,A07408NM082977E,1,1,1,H-007,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:01:32,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09001UN082977E,AP 9001 UN 0.8MM 4x8 E,,,,A09001UN082977E,1,1,1,H-008,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,6,PCS,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:10:57,DD Service＆Transport,2025/07/25 11:43:30,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT6654HG072977N,SM 6654 G 0.7MM 4x8 N,,,,HT6654HG072977N,1,1,1,H-009,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,29,Pcs,29,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:32:43,DD Service＆Transport,2025/10/09 16:43:32,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,008123MB072977,PP 8123 MB 0.7mm.x 4x 8,,,,008123MB072977,1,1,1,I-002,Good,,,2025/11/05,REC20251105,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2025/11/05 14:03:25,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00939OG082977E,AP 0939 OG 0.8MM 4x8 E,,,,A00939OG082977E,1,1,1,I-003,Good,,,2025/11/26,REC20251126001,0,พาเลท,0,เคส,0,แพ็ค,20,ชิ้น,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:08:33,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00464UN082977D,AP 0464 UN 0.8MM 4x8,,,,A00464UN082977D,1,1,1,I-004,Good,,,2024/07/11,REC202400711,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024/07/11 10:33:50,DD Service＆Transport,2025/11/28 13:18:59,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00464UN082977D,AP 0464 UN 0.8MM 4x8,,,,A00464UN082977D,1,1,1,I-004,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,13,PCS,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:04:19,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A02010UN082977D,AP 2010 UN 0.8MM 4x8,,,,A02010UN082977D,1,1,1,I-005,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/10/20 18:19:12,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07902UN082977D,AP 7902 UN 0.8MM 4x8,,,,A07902UN082977D,1,1,1,I-006,Good,,,2025/02/21,REC20250221,0,Unit1,0,Unit2,0,Unit3,8,PCS,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,2025/02/21 06:36:18,DD Service＆Transport,2025/11/10 14:22:25,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07902UN082977D,AP 7902 UN 0.8MM 4x8,,,,A07902UN082977D,1,1,1,I-006,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/10/20 18:19:12,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07389NT082977D,AP 7389 NT 0.8MM 4x8 D,,,,A07389NT082977D,1,1,1,I-007,Good,,,2025/11/26,REC20251126001,0,พาเลท,0,เคส,0,แพ็ค,20,ชิ้น,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:08:57,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A06053NT082977D,AP 6053 NT 0.8MM 4x8,,,,A06053NT082977D,1,1,1,I-008,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/07/09 12:38:17,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8633MA072977,SM 8633 M 0.7MM 4x8,,,,HT8633MA072977,1,1,1,I-009,Good,,,2024/08/27,REC20240827,0,Unit1,0,Unit2,0,Unit3,27,Pcs,27,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,2024/08/27 05:45:52,DD Service＆Transport,2025/09/02 13:28:36,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8633MA072977,SM 8633 M 0.7MM 4x8,,,,HT8633MA072977,1,1,1,I-009,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,40,Pcs,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:34:00,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9556MA072977,SM 9556 M 0.7MM 4x8,,,,HT9556MA072977,1,1,1,I-011,Good,,,2024/08/27,REC20240827,0,Unit1,0,Unit2,0,Unit3,12,Pcs,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,2024/08/27 05:47:31,DD Service＆Transport,2025/11/24 13:14:03,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9556MA072977,SM 9556 M 0.7MM 4x8,,,,HT9556MA072977,1,1,1,I-011,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,4,Pcs,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:55:59,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07928UN082977D,AP 7928 UN 0.8MM 4x8,,,,A07928UN082977D,1,1,1,J-002,Good,,,2024/07/11,REC202400711,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024/07/11 10:33:50,DD Service＆Transport,2025/12/02 17:30:03,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07928UN082977D,AP 7928 UN 0.8MM 4x8,,,,A07928UN082977D,1,1,1,J-002,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:02:52,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A05486NT082977D,AP 5486 NT 0.8MM 4x8,,,,A05486NT082977D,1,1,1,J-003,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/10/16 15:42:28,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A06445LM082977D,AP 6445 LM 0.8MM 4x8,,,,A06445LM082977D,1,1,1,J-004,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/06/05 11:18:21,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A06445LM082977D,AP 6445 LM 0.8MM 4x8,,,,A06445LM082977D,1,1,1,J-004,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/10/20 18:19:12,DD Service＆Transport,,
